maxPlayerLevel;numberOfAttemptedLevels;attemptsOnTheHighestLevel;totalNumOfAttempts;averageNumOfTurnsPerCompletedLevel;doReturnOnLowerLevels;numberOfBoostersUsed;fractionOfUsefullBoosters;totalScore;totalBonusScore;totalStarsCount;numberOfDaysActuallyPlayed 
86;37;4;191;22;1;27;0.4444444444;8910000;6175;84;14
2;3;1;3;5.6666666667;0;0;0;467000;650;6;1
58;59;6;167;19.6271186441;1;30;0.5;15022000;9675;126;12
57;8;4;23;21.75;0;5;0.8;1299000;1025;12;4
6;7;1;7;10.4285714286;0;2;1;1511000;1550;16;1
10;11;1;17;14.9;0;4;0.75;1659000;1575;21;1
7;8;1;10;11.75;0;2;0;1817000;1800;19;1
2;3;1;3;6.6666666667;0;0;0;399000;650;5;1
39;40;7;51;19.0769230769;0;20;0.85;11639000;6900;91;2
32;3;1;4;36.5;0;0;0;365000;300;4;1
15;16;17;48;15.2;0;9;0.5555555556;3823000;3025;38;5
0;1;1;1;3;0;0;0;113000;250;0;1
10;11;9;21;13.9;0;2;1;2166000;1775;25;2
7;8;1;8;10.2857142857;0;2;1;1372000;1475;18;1
0;1;1;1;3;0;0;0;113000;250;0;1
4;5;1;5;8.4;0;1;1;1264000;1250;12;1
13;14;1;22;13.8333333333;1;5;1;4235000;2625;33;2
10;11;3;15;13.5;0;3;0.3333333333;1962000;1875;26;1
16;17;1;21;14.9411764706;1;3;1;4261000;3275;41;3
72;21;6;74;20.95;0;10;0.7;3525000;2750;39;8
15;16;5;32;15.0666666667;0;5;0.8;3198000;3025;40;3
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;3;0;0;0;125000;250;0;1
23;6;1;24;17.6666666667;0;8;0.25;1192000;625;8;6
4;5;1;5;9.6;0;1;1;800000;1050;10;2
32;2;1;3;19.5;0;1;1;485000;250;3;2
33;5;4;9;22.75;0;2;0.5;1570000;750;12;1
6;7;4;11;10.1666666667;0;3;0.3333333333;1160000;1400;17;1
2;3;1;3;4.3333333333;0;0;0;370000;750;6;1
41;3;2;8;17;0;4;0.25;243000;150;2;5
15;16;3;20;16.0666666667;0;3;1;4727000;3100;40;1
25;26;4;49;17.44;0;10;0.8;6312000;4125;53;3
35;2;7;8;30;0;2;0.5;187000;250;3;1
50;51;21;117;18.9;0;16;0.75;14291000;9650;128;8
58;5;4;12;20;1;4;0.5;748000;400;8;3
13;14;5;19;15.8461538462;0;5;0.8;2636000;2325;31;1
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;4;0;0;0;125000;250;0;1
5;6;2;7;9.1666666667;0;1;1;1515000;1225;14;1
14;15;3;21;16;0;8;0.625;3834000;2775;36;3
13;14;2;17;14.8461538462;0;4;1;3252000;2475;33;2
44;45;3;71;19.3863636364;1;20;0.85;12868000;7650;103;3
2;3;1;3;7.3333333333;0;0;0;437000;750;6;1
0;1;1;1;3;0;0;0;150000;250;0;1
15;5;3;8;19.75;0;5;0.6;541000;300;4;1
6;7;1;7;11.7142857143;0;2;1;1607000;1450;16;1
1;2;1;2;4.5;0;0;0;226000;400;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
7;5;1;5;18.4;0;2;1;1564000;1150;12;1
6;1;1;1;0;0;0;0;0;0;0;1
6;7;1;7;12.8571428571;0;3;1;1453000;1650;17;1
9;10;2;11;14.7;0;3;1;1854000;1875;23;1
20;5;5;10;22.5;0;3;0.6666666667;1092000;900;11;2
42;5;2;36;24.5;0;7;0.1428571429;1191000;800;10;4
0;1;1;1;3;0;0;0;113000;250;0;1
10;11;2;12;15.4;0;2;1;1918000;1875;26;1
14;15;4;26;15.2857142857;0;4;0.75;4154000;2500;34;3
3;4;1;4;8;0;0;0;682000;825;7;2
1;2;1;2;4.5;0;0;0;301000;500;3;1
18;19;1;28;16.3157894737;0;7;0.8571428571;4135000;3475;45;2
4;5;1;5;10.6;0;1;1;1044000;1250;12;1
5;6;1;6;9.8333333333;0;1;1;1157000;1300;13;1
27;28;1;31;17.5185185185;0;10;1;7002000;4850;63;1
44;13;10;57;23.1818181818;0;12;0.3333333333;1805000;1425;21;8
50;51;50;194;19.54;0;21;0.5714285714;12143000;7775;104;12
6;7;1;7;11.1428571429;0;2;1;1184000;1450;16;1
0;1;1;1;3;0;0;0;113000;250;0;1
39;9;3;57;26.875;0;3;0.3333333333;2151000;1200;16;7
15;16;1;23;15.9333333333;0;7;0.5714285714;3551000;2750;35;2
0;1;1;1;3;0;0;0;113000;250;0;1
6;7;1;10;12;1;2;0.5;1431000;1400;17;1
33;34;6;72;17.6666666667;0;21;0.6666666667;8487000;5500;74;8
11;12;1;13;15.1666666667;0;6;1;3354000;2475;30;1
14;15;1;15;15.2666666667;0;4;1;4094000;2750;34;1
50;20;11;80;23.1052631579;0;10;0.4;3006000;2500;34;11
0;1;1;1;3;0;0;0;113000;250;0;1
6;7;1;7;11.7142857143;0;2;1;2023000;1750;18;1
11;12;2;14;15.0833333333;0;6;0.8333333333;3361000;2750;32;3
9;10;1;10;13.8888888889;0;3;1;2370000;1950;24;1
13;14;9;22;15;0;3;1;3142000;2475;31;3
25;26;4;35;17.32;0;16;0.625;6468000;4300;57;2
29;26;14;66;18.56;0;6;0.8333333333;6898000;4625;60;8
62;5;1;14;22;0;4;0.25;932000;825;10;3
42;43;2;71;18.9285714286;0;19;0.7368421053;11088000;7175;94;5
6;7;1;7;11.2857142857;0;2;1;1511000;1550;17;1
3;4;1;4;9.25;0;0;0;686000;1000;9;1
10;11;3;15;15.7;0;4;0.75;2264000;2050;28;2
15;16;4;20;16.0666666667;0;4;1;3701000;2850;38;2
5;6;1;7;10.3333333333;0;1;1;1034000;1225;12;1
58;17;14;62;21.0625;0;3;0.6666666667;2694000;2375;32;6
5;6;1;8;10;1;1;1;1749000;1400;15;1
39;9;4;26;27.5;0;0;0;2324000;1475;19;4
42;9;3;55;23.375;1;3;0.3333333333;1575000;1200;18;9
43;6;1;16;20.6;0;0;0;857000;875;11;2
5;6;1;6;10;0;2;1;1149000;1300;14;1
0;1;1;1;3;0;0;0;113000;250;0;1
112;40;23;215;22.3333333333;0;11;0.7272727273;7516000;6525;87;11
9;10;2;11;14.4444444444;0;2;1;1534000;1700;21;1
73;14;7;39;24.7692307692;0;6;0.5;4406000;2100;28;6
4;5;1;5;9.4;0;1;1;951000;1250;12;1
21;2;5;6;19;0;2;0;113000;0;1;1
21;22;3;36;16.7142857143;1;8;0.625;5135000;4175;55;3
21;22;5;33;16.8095238095;0;7;0.7142857143;4557000;3200;44;2
14;2;5;6;16;0;1;0;165000;150;2;1
2;3;1;3;8.3333333333;0;0;0;456000;750;6;1
42;4;2;6;22.6666666667;0;2;0.5;578000;650;8;1
58;13;1;30;22.5;1;8;0.625;2397000;1950;27;4
86;35;5;114;20.2941176471;1;19;0.4736842105;5463000;4525;64;8
3;4;1;4;8.75;0;0;0;749000;1000;9;1
0;1;1;1;3;0;0;0;175000;250;0;1
16;17;1;36;14.625;0;7;0.5714285714;3542000;2900;38;4
81;3;1;3;19.3333333333;0;1;1;711000;550;4;1
29;15;5;35;20.6428571429;0;5;0.8;3275000;2400;32;5
3;4;1;4;9.25;0;0;0;759000;900;8;1
10;11;1;15;14.2727272727;1;3;0.3333333333;2385000;1875;25;2
16;17;1;23;15.1111111111;1;5;1;4241000;3175;42;3
25;1;3;3;0;0;2;0;0;0;0;1
39;40;4;52;19.0769230769;0;18;0.7222222222;10943000;6825;90;3
4;5;1;5;8.8;0;1;1;1143000;1150;11;1
7;8;1;9;14;0;3;0.6666666667;1860000;1425;16;3
35;36;1;60;18.6944444444;0;7;1;9752000;6400;83;3
6;7;1;7;10.7142857143;0;1;1;1652000;1575;18;2
33;1;33;33;0;0;2;0;0;0;0;7
7;8;1;8;10.4285714286;0;3;0.6666666667;1744000;1650;20;1
5;6;1;6;9.6666666667;0;1;1;918000;950;11;1
15;16;2;18;14.9375;0;4;1;3711000;2950;38;1
6;7;1;7;11.4285714286;0;2;1;1271000;950;11;1
33;34;10;98;17.7272727273;0;26;0.4615384615;8270000;5300;71;11
6;2;1;2;17;0;0;0;521000;325;3;1
17;18;1;34;15.5882352941;0;5;0.6;3944000;2900;37;3
6;7;2;13;9.3333333333;0;4;0.5;776000;1025;13;2
7;8;1;8;12.5;0;2;1;2038000;1725;18;1
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;3;0;0;0;113000;250;0;1
3;4;1;4;8.5;0;0;0;907000;1000;9;1
10;11;1;16;13.6363636364;1;5;0.4;2510000;1875;24;2
48;7;3;25;19.4285714286;0;4;0.75;1156000;1275;13;4
3;4;1;4;7.5;0;0;0;886000;1000;9;1
44;18;1;29;22.5294117647;0;6;1;3575000;2500;34;6
33;14;6;29;23.3076923077;0;2;1;3452000;2175;31;3
33;34;5;58;17.8787878788;0;17;0.7058823529;8723000;5575;75;5
1;2;1;2;4.5;0;0;0;263000;500;3;1
6;7;1;7;10.4285714286;0;3;1;1318000;1300;13;1
15;1;3;3;0;0;1;0;0;0;0;1
1;2;1;2;4.5;0;0;0;269000;400;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
16;17;3;30;15.625;0;3;1;4270000;2925;37;1
46;3;6;18;11.5;0;4;0.25;321000;400;5;3
3;4;1;5;6.75;0;0;0;617000;800;7;1
27;1;1;1;0;0;0;0;0;0;0;1
7;8;1;8;10.4285714286;0;3;0.6666666667;1241000;1475;18;1
0;1;1;1;3;0;0;0;150000;250;0;1
4;5;1;5;7.75;0;1;0;1039000;1000;12;1
9;10;4;13;13.8888888889;0;2;1;1891000;1950;24;4
19;5;3;21;21.25;0;3;0;884000;650;8;3
1;2;1;2;4.5;0;0;0;338000;500;3;1
42;43;6;77;19.7857142857;0;23;0.7391304348;10669000;7175;95;5
3;4;1;4;5.25;0;0;0;599000;900;9;1
17;3;11;18;18;0;5;0.2;531000;325;4;3
34;3;9;18;24;1;5;0.6;999000;250;7;3
15;16;1;22;14.625;0;3;1;6075000;3400;43;2
1;2;1;2;3.5;0;0;0;219000;325;3;1
20;21;1;39;16.75;0;7;0.5714285714;4244000;3650;46;3
58;13;14;38;22.9285714286;1;11;0.4545454545;2290000;1825;25;9
5;5;1;5;11.6;0;1;1;1068000;975;9;1
41;42;4;70;18.9268292683;0;27;0.6296296296;12295000;7825;102;9
11;12;1;15;13.4166666667;1;2;0.5;2258000;1925;26;2
2;3;1;3;6;0;0;0;355000;575;6;1
24;25;1;43;17.04;0;8;0.75;5889000;4175;54;4
14;6;1;17;21.4;1;6;0.5;1587000;800;11;5
34;7;1;14;29;0;4;0.75;917000;600;9;2
16;17;1;31;15.8235294118;0;4;1;4267000;2900;35;4
9;10;3;14;15.3333333333;0;3;0.6666666667;1911000;1875;23;1
5;6;1;7;9.6;0;1;1;1716000;1250;15;1
1;2;1;2;7;0;0;0;325000;500;3;1
7;8;1;9;11.375;1;3;0.6666666667;1741000;1650;20;1
25;1;2;2;0;0;0;0;0;0;0;1
4;5;1;5;8.4;0;1;1;895000;1150;12;1
34;14;1;24;24;0;6;0.6666666667;2974000;2075;27;4
4;5;1;5;8.6;0;1;1;878000;950;9;1
105;20;26;155;22.1578947368;0;7;0.2857142857;3663000;3425;44;7
0;1;1;1;3;0;0;0;125000;250;0;1
58;25;7;56;23.375;0;4;0.75;5376000;3950;50;10
0;1;1;1;3;0;0;0;113000;250;0;1
16;17;2;24;15.375;0;4;1;3714000;3200;42;1
0;1;1;1;3;0;0;0;125000;250;0;1
11;12;1;14;13.9166666667;1;2;1;4206000;2400;32;1
4;5;1;5;9.6;0;1;1;1065000;1075;10;1
33;18;1;28;22.4444444444;0;10;0.7;4031000;2825;37;3
1;2;1;2;4.5;0;0;0;276000;500;3;1
2;3;1;3;9.3333333333;0;0;0;662000;750;6;1
73;16;6;59;23.4705882353;1;12;0.5833333333;5015000;2775;37;8
13;14;3;19;14.2142857143;1;7;0.7142857143;3578000;2525;34;1
42;7;7;28;25;0;6;0;1587000;1025;13;6
42;43;9;79;19.6428571429;0;22;0.7727272727;10686000;7300;97;7
20;21;6;41;17.25;0;8;0.375;4421000;3475;45;4
3;4;1;5;8.75;0;0;0;626000;900;9;1
0;1;1;1;3;0;0;0;113000;250;0;1
42;4;5;9;22.6666666667;0;1;1;536000;575;7;1
15;16;6;27;15.1333333333;0;8;0.75;2873000;2675;35;4
10;11;1;11;14;0;3;1;2475000;2325;27;1
17;18;3;28;15.7647058824;0;7;0.7142857143;4874000;3350;44;2
21;22;4;32;17.3333333333;0;6;0.5;5464000;3800;50;1
15;16;2;20;15.0625;1;6;0.8333333333;3880000;3025;40;4
50;18;5;102;23.5882352941;1;11;0.5454545455;3077000;2275;32;11
33;34;10;74;17.6666666667;0;28;0.4642857143;9313000;5875;80;4
13;8;1;10;20;0;9;0.6666666667;1827000;1200;18;2
2;3;1;3;6.6666666667;0;0;0;390000;750;6;1
0;1;1;1;3;0;0;0;125000;250;0;1
50;2;7;8;27;0;2;0.5;221000;150;2;2
7;8;1;8;12.625;0;3;1;1623000;1550;16;1
55;3;6;60;23;1;2;0.5;500000;500;7;3
4;5;1;5;8.2;0;1;1;1324000;975;9;1
10;11;2;15;14.1;0;2;0.5;2128000;1775;25;1
49;11;5;34;20.4;0;5;0.6;1550000;1425;18;5
55;2;1;6;27;1;0;0;224000;0;3;4
46;47;2;74;19.9782608696;0;21;0.619047619;10375000;7625;102;7
15;16;2;20;15.5333333333;0;6;1;3198000;2950;37;3
41;42;6;93;19.5531914894;1;12;0.6666666667;12580000;7675;100;5
21;22;2;36;17.8181818182;1;9;0.6666666667;5291000;3800;50;4
10;11;1;11;13.1818181818;0;2;1;2243000;2125;26;1
5;5;2;7;9.5;1;1;1;1312000;1150;14;1
4;5;2;6;9.8;0;1;0;1015000;1150;11;1
3;4;1;4;8.25;0;0;0;713000;1000;9;1
6;7;1;7;11.8571428571;0;3;1;1519000;1650;18;1
3;4;1;4;7.25;0;0;0;913000;1000;9;3
27;28;9;65;16.8148148148;0;12;0.5833333333;7202000;4625;61;5
50;15;5;41;21.5;0;11;0.1818181818;3182000;2125;27;5
50;51;10;91;19.62;0;8;0.875;14281000;8800;113;5
1;2;1;2;5.5;0;0;0;331000;500;3;1
40;2;1;4;21.5;0;0;0;334000;325;1;1
49;26;6;91;23.36;1;23;0.4347826087;4986000;3725;52;9
4;5;1;5;8.25;0;1;0;662000;1000;12;2
6;3;1;3;14.3333333333;0;1;1;733000;475;5;1
13;14;1;17;14.6923076923;0;5;0.8;3779000;2550;34;1
14;4;3;8;19.5;0;2;0;1467000;800;8;2
17;18;2;58;15.8235294118;0;6;0.5;3556000;3150;41;8
1;2;1;2;4;0;0;0;251000;500;3;1
4;5;1;5;11;0;1;1;1485000;1150;11;1
0;1;1;1;3;0;0;0;125000;250;0;1
2;3;1;3;7.6666666667;0;0;0;451000;750;6;1
4;5;1;5;8.8;0;1;1;1348000;1250;12;1
6;7;1;10;9.25;1;2;0.5;1551000;1400;17;1
55;55;3;114;20.1379310345;1;19;0.6315789474;14447000;9600;125;6
0;1;1;1;3;0;0;0;113000;250;0;1
13;13;2;16;14.6666666667;0;5;0.6;2687000;2100;29;2
2;3;1;3;5.3333333333;0;0;0;418000;750;6;1
16;17;3;34;14.375;0;4;0.75;3885000;2850;38;3
14;15;2;20;15.0714285714;0;8;0.625;3345000;2875;36;1
13;14;5;22;15.0769230769;0;9;0.7777777778;3145000;2700;35;3
1;2;1;2;3.5;0;0;0;251000;500;3;1
10;11;1;16;15.3;0;3;1;1640000;1600;22;1
2;3;1;3;4;0;0;0;226000;400;5;1
46;14;2;29;21.3333333333;1;3;0.3333333333;1812000;1125;19;3
13;2;3;4;19;0;1;0;132000;150;2;1
2;3;1;3;5.6666666667;0;0;0;375000;750;6;1
2;3;3;5;6;0;0;0;263000;500;6;1
3;4;1;4;6;0;0;0;635000;825;7;1
19;20;8;50;16.7368421053;0;9;0.4444444444;4183000;3650;46;6
55;16;2;41;21.5555555556;1;10;0.4;3065000;2325;33;5
39;40;5;56;19.1282051282;0;17;0.4705882353;10003000;6525;87;6
70;1;4;4;12.5;1;1;1;226000;0;2;2
21;22;4;34;16.619047619;0;8;1;5610000;3750;50;6
15;16;2;26;15.3333333333;0;5;0.8;3556000;2950;37;1
1;2;1;2;5;0;0;0;282000;500;3;1
27;28;5;58;16.7407407407;0;15;0.4;5965000;4175;55;3
9;10;1;14;13.6666666667;0;2;0.5;2158000;1875;23;1
0;1;1;1;3;0;0;0;113000;250;0;1
65;13;10;81;20.9166666667;1;0;0;3322000;1975;28;8
15;16;4;27;13.5;1;11;0.6363636364;3646000;2850;36;4
50;9;15;64;20.375;0;18;0.0555555556;1263000;1175;15;12
1;2;2;3;4.5;0;0;0;226000;400;3;1
1;2;1;2;3.5;0;0;0;226000;400;3;1
11;12;2;18;14.1818181818;0;5;1;2259000;1875;24;2
37;16;2;30;23.3333333333;0;11;0.5454545455;3855000;2825;38;5
4;5;1;5;9.6;0;1;1;883000;1050;11;1
2;1;1;1;0;0;0;0;0;0;0;1
25;26;4;81;16.8461538462;1;9;0.5555555556;8419000;4850;62;8
65;18;18;77;20.4705882353;1;7;0.4285714286;3772000;2425;39;9
0;1;1;1;3;0;0;0;113000;250;0;1
99;28;5;162;19.2592592593;0;20;0.15;4961000;5125;67;11
5;6;3;8;9.5;0;2;1;1101000;1225;14;1
54;55;1;99;19.6296296296;0;20;0.7;14629000;9450;123;6
37;38;1;60;18.1351351351;0;15;0.8666666667;9236000;6175;83;5
1;2;1;2;5.5;0;0;0;294000;500;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
4;5;1;5;9.6;0;1;1;959000;1150;11;1
35;36;1;80;17.2222222222;1;19;0.7894736842;11999000;6300;84;6
16;17;1;25;16.2941176471;0;5;0.8;4740000;3450;41;4
15;16;3;24;16.2;0;0;0;3431000;2750;35;1
9;10;2;12;14.7777777778;0;2;1;2040000;1975;24;1
8;9;1;10;13.2222222222;0;2;1;2112000;1800;19;1
1;2;1;2;3;0;0;0;150000;250;3;1
2;3;1;3;4;0;0;0;257000;500;6;1
41;42;1;80;19.1666666667;1;21;0.7142857143;13009000;7450;99;3
8;9;1;9;14.5555555556;0;5;1;2009000;1775;21;1
0;1;1;1;3;0;0;0;113000;250;0;1
13;14;2;23;15.1538461538;0;7;0.7142857143;2830000;2625;34;2
0;1;1;1;3;0;0;0;150000;250;0;1
52;53;8;114;19.6923076923;0;17;0.8235294118;12667000;8525;112;7
4;5;1;5;9.2;0;1;1;898000;1150;11;1
16;3;1;7;16;0;2;0;439000;225;3;1
7;3;1;4;14.5;0;1;1;297000;150;2;1
33;34;4;53;18;0;17;0.6470588235;8447000;5425;70;4
0;1;1;1;3;0;0;0;113000;250;0;1
79;80;38;252;20.2658227848;0;33;0.696969697;20097000;13325;179;11
2;3;1;3;5;0;0;0;382000;575;4;1
3;4;1;5;8;0;0;0;771000;825;7;2
65;66;3;185;20.0895522388;1;40;0.425;15804000;10100;134;10
13;14;3;18;13.3846153846;0;5;0.8;3190000;2275;31;1
50;51;16;114;19.3;0;26;0.5769230769;14102000;9075;119;7
6;7;1;7;12.4285714286;0;3;1;1169000;1200;14;1
14;11;1;16;17.1818181818;1;5;0.8;2331000;1600;22;1
46;3;2;7;11.5;0;1;1;227000;150;2;1
52;53;6;153;19.4423076923;0;27;0.5555555556;13257000;8975;117;9
16;17;2;22;14.9375;0;3;0.6666666667;4133000;3000;39;1
6;7;1;7;10.4285714286;0;2;1;1400000;1650;17;1
5;6;1;7;9.6;0;1;1;901000;1075;13;1
46;47;4;80;18.8260869565;0;18;0.6666666667;13386000;8400;110;5
18;19;1;21;16.7368421053;0;9;0.8888888889;4829000;3800;46;1
9;10;1;11;13.4545454545;1;3;1;2963000;2250;27;1
2;3;1;3;6.6666666667;0;0;0;406000;750;6;1
11;12;1;15;15.0833333333;0;3;0.6666666667;2631000;2025;25;1
0;1;1;1;3;0;0;0;125000;250;0;1
25;26;5;45;17.36;0;11;0.5454545455;6894000;4625;61;4
49;26;6;138;22.2;0;15;0.2666666667;4986000;3425;45;12
13;14;2;15;15.1538461538;0;6;1;2923000;2175;28;3
10;11;4;15;14.0909090909;1;4;1;2813000;2050;28;3
9;10;4;13;14;0;4;0.75;2096000;1975;24;4
50;35;6;84;22.9393939394;0;18;0.5;7648000;5375;72;7
46;14;1;75;22.2307692308;1;3;0;2481000;1900;26;8
13;14;2;16;14.6153846154;0;4;1;3555000;2475;33;1
6;7;1;7;10;0;2;1;1594000;1300;15;1
1;1;1;1;6;0;0;0;150000;250;0;1
9;10;1;11;14.5454545455;1;2;1;2129000;2050;25;1
4;5;1;5;9.6;0;1;1;878000;1150;11;1
73;22;9;85;23.0344827586;1;9;0.8888888889;7308000;3675;49;11
5;6;1;8;10.5;1;1;1;2939000;1500;15;1
21;2;5;8;19;0;2;0.5;115000;0;1;2
21;22;2;38;16.0952380952;0;3;1;4787000;3575;48;3
2;3;1;3;6.6666666667;0;0;0;399000;650;6;1
9;10;1;11;14.2222222222;0;4;1;2104000;1800;22;1
4;5;1;5;7.8;0;1;1;806000;1050;10;1
21;13;2;41;18.24;1;12;0.6666666667;5036000;1400;28;7
86;18;8;66;20.5294117647;1;6;0.6666666667;3352000;2875;41;11
49;50;8;131;19.1224489796;0;23;0.6086956522;12750000;8925;117;12
21;22;3;28;16.6666666667;0;6;0.8333333333;4631000;3200;43;2
15;16;9;26;15.4;0;8;0.875;2756000;2300;31;3
6;7;1;7;11.7142857143;0;2;1;1203000;1375;14;3
42;43;17;71;19.4761904762;0;21;0.8571428571;12235000;8150;104;4
0;1;1;1;3;0;0;0;113000;250;0;1
11;12;2;18;13.4545454545;0;3;0.3333333333;2267000;1850;24;2
33;34;6;60;18.2727272727;0;17;0.6470588235;8224000;5825;78;6
1;2;1;2;5.5;0;0;0;281000;500;3;1
7;8;1;8;11.875;0;3;1;1993000;1900;20;1
5;6;1;7;9.1666666667;0;1;1;909000;1025;11;1
0;1;1;1;3;0;0;0;150000;250;0;1
9;10;1;16;11.6;1;3;1;2271000;1900;23;2
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;0;0;0;0;0;0;0;1
20;21;4;31;17.05;0;10;0.8;5181000;3825;50;3
5;6;1;7;8.8;0;1;1;1141000;1150;14;1
13;14;9;27;14.6153846154;0;5;0.6;3257000;2625;35;2
0;1;1;1;3;0;0;0;125000;250;0;1
4;5;1;5;10;0;1;1;1483000;1075;10;1
9;10;3;14;14.3;0;3;0.3333333333;1747000;1875;23;3
3;4;1;4;7.75;0;0;0;773000;900;8;1
9;10;1;12;14.8;0;2;1;2010000;1900;23;1
65;14;16;132;21.6111111111;1;14;0.4285714286;3976000;2125;29;13
1;2;1;2;5.5;0;0;0;282000;400;3;1
8;9;1;11;14.2222222222;0;2;1;2058000;1600;18;1
0;1;1;1;3;0;0;0;113000;250;0;1
2;3;1;3;6.3333333333;0;0;0;438000;750;6;1
10;11;1;14;14.1;0;2;1;1751000;1600;22;4
20;21;5;36;16.9;0;6;0.5;5727000;3550;45;2
19;20;1;28;16.9473684211;0;4;0.75;4837000;3525;45;3
18;11;1;11;20.5;0;2;1;1755000;1325;19;1
16;14;1;21;17.2307692308;0;5;0.6;2874000;2175;30;2
6;7;1;8;10.1666666667;0;2;0.5;1257000;1300;16;1
17;18;3;31;15.4117647059;0;6;0.6666666667;4243000;3075;41;3
0;1;1;1;3;0;0;0;113000;250;0;1
21;22;7;45;17.0476190476;0;4;0.75;4434000;3300;44;3
31;4;2;6;27.3333333333;0;0;0;522000;375;5;2
6;7;1;9;11.2857142857;0;3;0.6666666667;2042000;1375;15;2
34;1;2;2;0;0;2;0;0;0;0;2
55;12;4;53;21.5;1;10;0.3;2161000;2000;26;6
4;5;1;5;12;0;1;1;903000;1150;11;1
0;1;1;1;3;0;0;0;163000;250;0;1
12;13;1;20;15.0588235294;1;3;1;4906000;2900;35;1
4;5;1;5;9.8;0;1;1;761000;1050;11;1
4;5;1;5;8.8;0;1;1;880000;1050;10;3
10;1;1;1;10;0;0;0;165000;250;0;1
2;3;1;3;7.6666666667;0;0;0;477000;750;6;1
55;17;7;124;21.5789473684;1;20;0.25;3213000;2925;39;12
2;3;1;3;6.3333333333;0;0;0;408000;575;6;1
20;21;3;49;16.35;0;7;0.7142857143;4915000;4125;53;4
6;7;1;7;10.5714285714;0;2;1;1160000;1275;15;1
58;9;2;34;21.625;0;2;0.5;1247000;1125;16;6
8;9;1;9;14.3333333333;0;4;1;2304000;1850;21;1
18;9;1;13;20.375;0;4;0.5;1474000;1350;17;1
58;59;24;186;19.5666666667;1;29;0.6206896552;14986000;9250;124;8
58;2;6;8;17;0;1;1;214000;150;2;3
12;13;1;17;16.0769230769;0;4;1;3416000;2600;31;2
15;3;2;5;18;0;0;0;340000;300;4;1
36;7;4;29;31.1666666667;0;6;0.3333333333;1451000;975;14;3
55;9;3;35;23.6666666667;1;2;0.5;1748000;1200;16;5
3;4;1;4;6.25;0;0;0;792000;825;7;1
3;4;1;4;8.5;0;0;0;725000;900;8;1
10;11;5;16;13.7;0;7;0.4285714286;1764000;1625;23;2
3;4;1;4;8.25;0;0;0;1129000;1000;9;1
120;29;1;164;25.0322580645;1;8;0.625;5262000;4375;60;14
0;1;1;1;3;0;0;0;113000;250;0;1
5;4;1;5;13.5;0;2;0.5;1393000;800;8;1
15;16;9;31;16.7647058824;1;5;0.8;4284000;3025;39;5
65;6;2;13;24;0;2;0;1968000;900;12;3
6;7;1;7;9;0;2;0.5;1466000;1400;17;1
9;10;2;14;15.1666666667;1;1;1;3125000;2250;27;1
38;21;4;124;19.9090909091;1;8;0.875;14453000;4325;59;7
2;3;1;3;3.6666666667;0;0;0;378000;650;6;1
1;2;1;2;5.5;0;0;0;269000;500;3;1
13;14;3;24;14.6153846154;0;3;0.6666666667;3002000;2425;31;3
9;10;2;14;14.8888888889;0;2;0.5;1506000;1525;19;1
0;1;1;1;3;0;0;0;113000;250;0;1
5;6;1;6;10.6666666667;0;1;1;1044000;1225;14;1
50;12;1;28;21.1;1;9;0.5555555556;1634000;1350;17;7
11;12;2;16;13.5454545455;0;2;0.5;2018000;2100;28;2
11;12;1;22;13.0909090909;0;3;0.3333333333;1943000;1850;24;2
62;63;3;220;20.1641791045;1;22;0.6363636364;15981000;10525;139;12
62;31;2;91;23.1034482759;0;7;0.7142857143;5374000;4475;59;8
0;1;1;1;3;0;0;0;113000;250;0;1
20;21;1;23;16.5;0;7;1;4044000;3050;41;4
10;11;1;11;15;0;5;0.8;2211000;1975;26;1
4;5;3;11;9.1666666667;1;3;0;1405000;1000;12;3
6;7;1;7;12.1428571429;0;2;1;1266000;1300;15;1
50;4;17;29;28.3333333333;0;8;0;459000;300;4;5
27;28;8;45;17.2962962963;0;15;0.8666666667;6968000;4625;59;2
29;5;4;9;24;1;1;1;1258000;650;9;1
8;9;1;10;15;0;4;0.75;2295000;1875;21;1
55;55;1;103;19.6964285714;1;22;0.6818181818;14199000;9150;121;6
33;34;2;99;17.5277777778;1;11;0.3636363636;9349000;5700;78;9
58;26;16;66;22.56;0;10;0.5;5088000;3950;51;9
51;52;4;117;19.1960784314;0;19;0.6842105263;12163000;9025;118;7
50;51;7;128;17.8852459016;1;9;0.7777777778;16470000;8725;115;5
13;4;2;8;20.6666666667;1;2;0.5;1188000;500;7;1
0;1;1;1;3;0;0;0;125000;250;0;1
0;1;1;1;3;0;0;0;113000;250;0;1
32;1;1;1;15;0;0;0;150000;0;0;1
0;1;1;1;0;0;0;0;0;0;0;1
3;4;1;4;7.75;0;0;0;704000;800;7;1
7;8;1;9;13.125;0;3;1;1737000;1625;17;1
39;24;3;43;22.8695652174;0;11;0.7272727273;6796000;3850;53;5
